Gender,Years of Experience,Salary
Male,6,100000
Female,3,55000
Male,10,150000
Female,0,25000
Male,13,160000
Female,14,170000
Male,1,55000
Female,4,65000
Male,3,60000
Female,11,160000
Male,2,50000
Female,8,120000
Male,1,55000
Female,4,65000
Male,3,60000
Female,11,160000
Male,2,50000
Female,8,120000
Male,3,85000
Female,11,160000
Male,1,55000
Female,5,100000
Male,8,120000
Female,2,50000
Male,19,185000
Female,4,65000
Male,9,130000
Female,0,25000
Male,6,100000
Female,3,55000
Male,10,150000
Female,0,25000
Male,13,160000
Female,14,170000
Male,1,55000
Female,4,65000
Male,3,60000
Female,11,160000
Male,2,50000
Female,8,120000
Male,1,55000
Female,4,65000
Male,3,60000
Female,11,160000
Male,2,50000
Female,8,120000
Male,3,85000
Female,11,160000
Male,1,55000
Female,5,100000
Male,8,120000
Female,2,50000
Male,19,185000
Female,4,65000
Male,9,130000
Female,0,25000
Male,6,100000
Female,3,55000
Male,10,150000
Female,0,25000
Male,13,160000
Female,14,170000
Male,1,55000
Female,4,65000
Male,3,60000
Female,11,160000
Male,2,50000
Female,8,120000
Male,1,55000
Female,4,65000
Male,3,60000
Female,11,160000
Male,2,50000
Female,8,120000
Male,3,85000
Female,11,160000
Male,1,55000
Female,5,100000
Male,8,120000
Female,2,50000
Male,19,185000
Female,4,65000
Male,9,130000
Female,0,25000
Male,6,100000
Female,3,55000
Male,10,150000
Female,0,25000
Male,13,160000
Female,14,170000
Male,1,55000
Female,4,65000
Male,3,60000
Female,11,160000
Male,2,50000
Female,8,120000
Male,1,55000
Female,4,65000
Male,3,60000
Female,11,160000
Male,2,50000
Female,8,120000
Male,3,85000
Female,11,160000
Male,1,55000
Female,5,100000
Male,8,120000
Female,2,50000
Male,19,185000
Female,4,65000
Male,9,130000
Female,0,25000
Male,6,100000
Female,3,55000
Male,10,150000
Male,3,85000
Female,11,160000
Male,1,55000
Female,5,100000
Male,8,120000
Female,2,50000
Male,19,185000
Female,4,65000
Male,9,130000
Female,0,25000
Male,6,100000
Female,3,55000
Male,10,150000
Female,0,25000
Male,13,160000
Female,14,170000
Male,1,55000
Female,4,65000
Male,3,60000
Female,11,160000
Male,2,50000
Female,8,120000
Male,1,55000
Female,4,65000
Male,3,60000
Female,11,160000
Male,2,50000
Female,8,120000
Male,3,85000
Female,11,160000
Male,1,55000
Female,5,100000
Male,8,120000
Female,2,50000
Male,19,185000
Female,4,65000
Male,9,130000
Female,0,25000
Male,6,100000
Female,3,55000
Male,10,150000
Female,0,25000
Male,13,160000
Female,14,170000
Male,1,55000
Female,4,65000
Male,3,60000
Female,11,160000
Male,2,50000
Female,8,120000
Male,1,55000
Female,4,65000
Male,3,60000
Female,11,160000
Male,2,50000
Female,8,120000
Male,3,85000
Female,11,160000
Male,1,55000
Female,5,100000
Male,8,120000
Female,2,50000
Male,19,185000
Female,4,65000
Male,9,130000
Female,0,25000
Male,6,100000
Female,3,55000
Male,10,150000
Female,0,25000
Male,13,160000
Female,14,170000
Male,1,55000
Female,4,65000
Male,3,60000
Female,11,160000
Male,2,50000
Female,8,120000
Male,1,55000
Female,4,65000
Male,3,60000
Female,11,160000
Male,2,50000
Female,8,120000
Male,3,85000
Female,11,160000
Male,1,55000
Female,5,100000
Male,8,120000
Female,2,50000
Male,19,185000
Female,4,65000
Male,9,130000
Female,0,25000
Male,6,100000
Female,3,55000
Male,10,150000
Female,0,25000
Male,13,160000
Female,14,170000
Male,1,55000
Female,4,65000
Male,3,60000
Female,11,160000
Male,2,50000
Female,8,120000
Male,1,55000
Female,4,65000
Male,3,60000
Female,11,160000
Male,2,50000
Female,8,120000
Male,3,85000
Female,11,160000
Male,1,55000
Female,5,100000
Male,8,120000
Female,2,50000
Male,19,185000
Female,4,65000
Male,9,130000
Female,0,25000
Male,6,100000
Female,7,100000
Male,7,120000
Female,2,50000
Male,9,130000
Female,3,35000
Male,13,160000
Female,2,50000
Male,6,100000
Female,4,80000
Male,1,60000
Female,5,90000
Male,11,170000
Female,3,60000
Male,7,120000
Female,0,25000
Male,14,180000
Female,16,200000
Male,2,50000
Female,8,140000
Male,4,70000
Female,9,130000
Male,3,80000
Female,12,160000
Male,1,55000
Female,5,85000
Male,11,170000
Female,3,60000
Male,7,120000
Female,0,25000
Male,14,180000
Female,16,200000
Male,2,50000
Female,8,140000
Male,4,70000
Female,9,130000
Male,3,80000
Female,12,160000
Male,1,55000
Female,5,85000
Male,11,170000
Female,3,60000
Male,7,120000
Female,0,25000
Male,14,180000
Female,16,200000
Male,2,50000
Female,8,140000
Male,4,70000
Female,9,130000
Male,3,80000
Female,12,160000
Male,1,55000
Female,5,85000
Male,11,170000
Female,3,60000
Male,7,120000
Female,0,25000
Male,14,180000
Female,16,200000
Male,2,50000
Female,8,140000
Male,4,70000
Female,9,130000
Male,3,80000
Female,12,160000
Male,1,55000
Female,5,85000
Male,11,170000
Female,3,60000
Male,7,120000
Female,0,25000
Male,14,180000
Female,16,200000
Male,2,50000
Female,8,140000
Male,4,70000
Female,9,130000
Male,3,80000
Female,12,160000
Male,1,55000
Female,5,85000
Male,11,170000
Female,3,60000
Male,7,120000
Female,0,25000
Male,14,180000
Female,16,200000
Male,2,50000
Female,8,140000
Male,4,70000
Female,9,130000
Male,3,80000
Female,12,160000
Male,1,55000
Female,5,85000
Male,11,170000
Female,3,60000
Male,7,120000
Female,0,25000
Male,14,180000
Female,16,200000
Male,2,50000
Female,8,140000
Male,4,70000
Female,9,130000
Male,3,80000
Female,12,160000
Male,1,55000
Female,5,85000
Male,11,170000
Female,3,60000
Male,7,120000
Female,0,25000
Male,14,180000
Female,16,200000
Male,2,50000
Female,8,140000
Male,4,70000
Female,9,130000
Male,3,80000
Female,12,160000
Male,1,55000
Female,5,85000
Male,11,170000
Female,3,60000
Male,7,120000
Female,0,25000
Male,14,180000
Female,3,60000
Male,9,120000
Female,1,45000
Male,5,80000
Female,11,150000
Male,2,65000
Female,7,100000
Male,4,90000
Female,0,40000
Male,6,110000
Female,12,170000
Male,3,75000
Female,8,120000
Male,4,70000
Female,1,30000
Male,13,180000
Female,15,200000
Male,1,50000
Female,8,140000
Male,3,65000
Female,7,110000
Male,0,28000
Male,14,190000
Female,16,210000
Male,2,55000
Female,8,140000
Male,4,70000
Female,9,130000
Male,3,80000
Female,12,170000
Male,1,60000
Female,5,90000
Male,11,160000
Female,3,60000
Male,7,120000
Female,0,25000
Male,14,190000
Female,16,200000
Male,2,55000
Female,8,140000
Male,4,70000
Female,9,130000
Male,3,80000
Female,12,170000
Male,1,60000
Female,5,90000
Male,11,160000
Female,3,60000
Male,7,120000
Female,0,25000
Male,14,190000
Female,16,200000
Male,2,55000
Female,8,140000
Male,4,70000
Female,9,130000
Male,3,80000
Female,12,170000
Male,1,60000
Female,5,90000
Male,11,160000
Female,3,60000
Male,7,120000
Female,0,25000
Male,14,190000
Female,16,200000
Male,2,55000
Female,8,140000
Male,4,70000
Female,9,130000
Male,3,80000
Female,12,170000
Male,1,60000
Female,5,90000
Male,11,160000
Female,3,60000
Male,7,120000
Female,0,25000
Male,14,190000
Female,16,200000
Male,2,55000
Female,8,140000
Male,4,70000
Female,9,130000
Male,3,80000
Female,12,170000
Male,1,60000
Female,5,90000
Male,11,160000
Female,3,60000
Male,7,120000
Female,0,25000
Male,14,190000
Female,16,200000
Male,2,55000
Female,8,140000
Male,4,70000
Female,9,130000
Male,3,80000
Female,12,170000
Male,1,60000
Female,5,90000
Male,11,160000
Female,3,60000
Male,7,120000
Female,0,25000
Male,14,190000
Female,16,200000
Male,2,55000
Female,8,140000
Male,4,70000
Female,9,130000
Male,3,80000
Female,12,170000
Male,1,60000
Female,5,90000
Male,11,160000
Female,3,60000
Male,7,120000
Female,0,25000
Male,14,190000
Female,16,200000
Male,2,55000
Female,8,140000
Male,4,70000
Female,9,130000
Male,3,80000
Male,3,75000
Female,8,120000
Male,2,65000
Female,6,100000
Male,11,150000
Female,3,60000
Male,9,120000
Female,1,45000
Male,5,80000
Female,11,150000
Male,2,65000
Female,7,100000
Male,4,90000
Female,0,40000
Male,6,110000
Female,12,170000
Male,3,75000
Female,8,120000
Male,4,70000
Female,1,30000
Male,13,180000
Female,15,200000
Male,1,50000
Female,8,140000
Male,3,65000
Female,7,110000
Male,0,28000
Male,14,190000
Female,16,210000
Male,2,55000
Female,8,140000
Male,4,70000
Female,9,130000
Male,3,80000
Female,12,170000
Male,1,60000
Female,5,90000
Male,11,160000
Female,3,60000
Male,7,120000
Female,0,25000
Male,14,190000
Female,16,200000
Male,2,55000
Female,8,140000
Male,4,70000
Female,9,130000
Male,3,80000
Female,12,170000
Male,1,60000
Female,5,90000
Male,11,160000
Female,3,60000
Male,7,120000
Female,0,25000
Male,14,190000
Female,16,200000
Male,2,55000
Female,8,140000
Male,4,70000
Female,9,130000
Male,3,80000
Female,12,170000
Male,1,60000
Female,5,90000
Male,11,160000
Female,3,60000
Male,7,120000
Female,0,25000
Male,14,190000
Female,16,200000
Male,2,55000
Female,8,140000
Male,4,70000
Female,9,130000
Male,3,80000
Female,12,170000
Male,1,60000
Female,5,90000
Male,11,160000
Female,3,60000
Male,7,120000
Female,0,25000
Male,14,190000
Female,16,200000
Male,2,55000
Female,8,140000
Male,4,70000
Female,9,130000
Male,3,80000
Female,12,170000
Male,1,60000
Female,5,90000
Male,11,160000
Female,3,60000
Male,7,120000
Female,0,25000
Male,14,190000
Female,16,200000
Male,2,55000
Female,8,140000
Male,4,70000
Female,9,130000
Male,3,80000
Female,12,170000
Male,1,60000
Female,5,90000
Male,11,160000
Female,3,60000
Male,7,120000
Female,0,25000
Male,14,190000
Female,16,200000
Male,2,55000
Female,8,140000
Male,4,70000
Female,9,130000
Male,3,80000
Female,12,170000
Male,1,60000
Female,5,90000
Male,11,160000
Female,3,60000
Male,7,120000
Female,0,25000
Male,14,190000
Female,16,200000
Male,7,120000
Female,3,60000
Male,8,120000
Female,2,65000
Male,6,100000
Female,11,150000
Male,3,65000
Female,9,120000
Male,1,45000
Female,5,80000
Male,11,150000
Male,2,65000
Female,7,100000
Male,4,90000
Female,0,40000
Male,6,110000
Female,12,170000
Male,3,75000
Female,8,120000
Male,4,70000
Female,1,30000
Male,13,180000
Female,15,200000
Male,1,50000
Female,8,140000
Male,3,65000
Female,7,110000
Male,0,28000
Male,14,190000
Female,16,210000
Male,2,55000
Female,8,140000
Male,4,70000
Female,9,130000
Male,3,80000
Female,12,170000
Male,1,60000
Female,5,90000
Male,11,160000
Female,3,60000
Male,7,120000
Female,0,25000
Male,14,190000
Female,16,200000
Male,2,55000
Female,8,140000
Male,4,70000
Female,9,130000
Male,3,80000
Female,12,170000
Male,1,60000
Female,5,90000
Male,11,160000
Female,3,60000
Male,7,120000
Female,0,25000
Male,14,190000
Female,16,200000
Male,2,55000
Female,8,140000
Male,4,70000
Female,9,130000
Male,3,80000
Female,12,170000
Male,1,60000
Female,5,90000
Male,11,160000
Female,3,60000
Male,7,120000
Female,0,25000
Male,14,190000
Female,16,200000
Male,2,55000
Female,8,140000
Male,4,70000
Female,9,130000
Male,3,80000
Female,12,170000
Male,1,60000
Female,5,90000
Male,11,160000
Female,3,60000
Male,7,120000
Female,0,25000
Male,14,190000
Female,16,200000
Male,2,55000
Female,8,140000
Male,4,70000
Female,9,130000
Male,3,80000
Female,12,170000
Male,1,60000
Female,5,90000
Male,11,160000
Female,3,60000
Male,7,120000
Female,0,25000
Male,14,190000
Female,16,200000
Male,2,55000
Female,8,140000
Male,4,70000
Female,9,130000
Male,3,80000
Female,12,170000
Male,1,60000
Female,5,90000
Male,11,160000
Female,3,60000
Male,7,120000
Female,0,25000
Male,14,190000
Female,16,200000
Male,2,55000
Female,8,140000
Male,4,70000
Female,9,130000
Male,3,80000
Female,12,170000
Male,1,60000
Female,5,90000
Male,11,160000
Female,3,60000
Male,7,120000
Female,0,25000
Male,14,190000
Female,16,200000
Female,4,65000
Male,9,125000
Female,3,70000
Male,7,110000
Female,12,160000
Male,4,75000
Female,8,120000
Male,2,50000
Female,5,85000
Male,11,155000
Male,3,70000
Female,8,115000
Male,5,95000
Female,0,40000
Male,6,115000
Female,12,175000
Male,3,70000
Female,9,135000
Male,4,75000
Female,1,30000
Male,13,185000
Female,15,210000
Male,1,45000
Female,9,145000
Male,3,70000
Female,7,120000
Male,0,28000
Male,14,195000
Female,16,215000
Male,2,55000
Female,9,145000
Male,4,75000
Female,9,135000
Male,3,80000
Female,13,185000
Male,1,60000
Female,5,95000
Male,12,170000
Female,3,65000
Male,7,120000
Female,0,25000
Male,14,195000
Female,16,215000
Male,2,55000
Female,9,145000
Male,4,75000
Female,9,135000
Male,3,80000
Female,13,185000
Male,1,60000
Female,5,95000
Male,12,170000
Female,3,65000
Male,7,120000
Female,0,25000
Male,14,195000
Female,16,215000
Male,2,55000
Female,9,145000
Male,4,75000
Female,9,135000
Male,3,80000
Female,13,185000
Male,1,60000
Female,5,95000
Male,12,170000
Female,3,65000
Male,7,120000
Female,0,25000
Male,14,195000
Female,16,215000
Male,2,55000
Female,9,145000
Male,4,75000
Female,9,135000
Male,3,80000
Female,13,185000
Male,1,60000
Female,5,95000
Male,12,170000
Female,3,65000
Male,7,120000
Female,0,25000
Male,14,195000
Female,16,215000
Male,2,55000
Female,9,145000
Male,4,75000
Female,9,135000
Male,3,80000
Female,13,185000
Male,1,60000
Female,5,95000
Male,12,170000
Female,3,65000
Male,7,120000
Female,0,25000
Male,14,195000
Female,16,215000
Male,2,55000
Female,9,145000
Male,4,75000
Female,9,135000
Male,3,80000
Female,13,185000
Male,1,60000
Female,5,95000
Male,12,170000
Female,3,65000
Male,7,120000
Female,0,25000
Male,14,195000
Female,16,215000
Male,2,55000
Female,9,145000
Male,4,75000
Female,9,135000
Male,3,80000
Female,13,185000
Male,1,60000
Female,5,95000
Male,12,170000
Female,3,65000
Male,7,120000
Female,0,25000
Male,14,195000
Female,16,215000
Female,2,75000
Male,14,185000
Female,7,120000
Male,3,60000
Female,10,145000
Male,4,75000
Female,8,135000
Male,2,70000
Female,12,175000
Male,0,28000
Male,14,195000
Female,16,215000
Male,2,55000
Female,9,145000
Male,4,75000
Female,9,135000
Male,3,80000
Female,13,185000
Male,1,60000
Female,5,95000
Male,12,170000
Female,3,65000
Male,7,120000
Female,0,25000
Male,14,195000
Female,16,215000
Male,2,55000
Female,9,145000
Male,4,75000
Female,9,135000
Male,3,80000
Female,13,185000
Male,1,60000
Female,5,95000
Male,12,170000
Female,3,65000
Male,7,120000
Female,0,25000
Male,14,195000
Female,16,215000
Male,2,55000
Female,9,145000
Male,4,75000
Female,9,135000
Male,3,80000
Female,13,185000
Male,1,60000
Female,5,95000
Male,12,170000
Female,3,65000
Male,7,120000
Female,0,25000
Male,14,195000
Female,16,215000
Male,2,55000
Female,9,145000
Male,4,75000
Female,9,135000
Male,3,80000
Female,13,185000
Male,1,60000
Female,5,95000
Male,12,170000
Female,3,65000
Male,7,120000
Female,0,25000
Male,14,195000
Female,16,215000
Male,2,55000
Female,9,145000
Male,4,75000
Female,9,135000
Male,3,80000
Female,13,185000
Male,1,60000
Female,5,95000
Male,12,170000
Female,3,65000
Male,7,120000
Female,0,25000
Male,14,195000
Female,16,215000
Male,2,55000
Female,9,145000
Male,4,75000
Female,9,135000
Male,3,80000
Female,13,185000
Male,1,60000
Female,5,95000
Male,12,170000
Female,3,65000
Male,7,120000
Female,0,25000
Male,14,195000
Female,16,215000
Male,2,55000
Female,9,145000
Male,4,75000
Female,9,135000
Male,3,80000
Female,13,185000
Male,1,60000
Female,5,95000
Male,12,170000
Female,3,65000
Male,7,120000
Female,0,25000
Male,14,195000
Female,16,215000
Male,2,55000
Female,9,145000
Male,4,75000
Female,9,135000
Male,3,80000
Female,13,185000
Male,1,60000
Female,5,95000
Male,12,170000
Female,3,65000
Male,7,120000
Female,0,25000
Male,14,195000
Female,16,215000
Male,2,55000
Female,9,145000
Male,4,75000
Male,2,45000
Female,8,80000
Male,7,90000
Female,1,35000
Male,12,120000
Female,4,60000
Male,5,70000
Female,3,40000
Male,15,150000
Female,2,35000
Male,13,130000
Female,1,35000
Male,18,180000
Female,4,60000
Male,6,75000
Female,3,50000
Male,10,100000
Female,2,40000
Male,11,110000
Female,4,55000
Male,17,170000
Female,3,40000
Male,9,95000
Female,1,35000
Male,14,140000
Female,5,70000
Male,3,50000
Female,6,75000
Male,2,40000
Female,12,120000
Male,2,40000
Female,16,160000
Male,4,55000
Female,10,100000
Male,1,35000
Female,8,80000
Male,7,90000
Female,1,35000
Male,13,130000
Female,4,60000
Male,5,70000
Female,3,40000
Male,15,150000
Female,2,35000
Male,18,180000
Female,2,40000
Male,6,75000
Female,12,120000
Male,3,50000
Female,7,90000
Male,1,35000
Female,11,110000
Male,3,45000
Female,5,70000
Male,1,30000
Female,13,130000
Male,4,60000
Female,15,150000
Male,8,80000
Female,1,35000
Male,16,160000
Female,2,40000
Male,17,170000
Female,3,40000
Male,9,95000
Female,1,35000
Male,10,100000
Female,5,70000
Male,3,50000
Female,12,120000
Male,2,40000
Male,3,50000
Female,14,140000
Male,2,40000
Female,10,100000
Male,1,30000
Female,6,75000
Male,2,40000
Female,18,180000
Male,8,80000
Female,1,35000
Male,12,120000
Female,3,45000
Male,7,90000
Female,4,55000
Male,16,160000
Female,2,40000
Male,17,170000
Female,3,40000
Male,9,95000
Female,1,35000
Male,11,110000
Female,6,75000
Male,3,50000
Female,12,120000
Male,2,40000
Female,15,150000
Male,5,70000
Female,19,190000
Male,3,40000
Female,6,75000
Male,14,140000
Female,1,35000
Male,12,120000
Female,8,80000
Male,1,35000
Female,13,130000
Male,2,40000
Female,7,90000
Male,4,55000
Female,18,180000
Male,3,45000
Female,19,190000
Male,3,50000
Female,4,55000
Male,13,130000
Female,1,35000
Male,12,120000
Female,9,95000
Male,1,35000
Female,14,140000
Male,2,40000
Female,8,80000
Male,4,55000
Female,19,190000
Male,6,75000
Female,17,170000
Male,3,50000
Female,4,55000
Male,13,130000
Female,1,35000
Male,12,120000
Female,9,95000
Male,1,35000
Female,14,140000
Male,2,40000
Female,8,80000
Male,4,55000
Female,19,190000
Male,6,75000
Female,17,170000
Male,3,50000
Female,4,55000
Male,13,130000
Female,1,35000
Male,12,120000
Female,9,95000
Male,1,35000
Female,14,140000
Male,2,40000
Female,8,80000
Male,4,55000
Female,19,190000
Male,6,75000
Female,17,170000
Male,3,50000
Female,4,55000
Male,13,130000
Female,1,35000
Male,12,120000
Female,9,95000
Male,1,35000
Female,14,140000
Male,2,40000
Female,8,80000
Male,4,55000
Female,19,190000
Male,6,75000
Female,17,170000
Male,3,50000
Female,4,55000
Male,13,130000
Female,1,35000
Male,12,120000
Female,9,95000
Male,1,35000
Female,14,140000
Male,2,40000
Female,8,80000
Male,4,55000
Female,19,190000
Male,6,75000
Female,17,170000
Male,3,50000
Female,4,55000
Male,13,130000
Female,1,35000
Male,12,120000
Female,9,95000
Male,1,35000
Female,14,140000
Male,2,40000
Female,8,80000
Male,4,55000
Female,19,190000
Male,11,110000
Female,2,40000
Male,15,150000
Female,4,55000
Male,5,70000
Female,16,160000
Male,1,35000
Female,10,100000
Male,7,90000
Female,3,50000
Male,14,140000
Female,2,40000
Male,18,180000
Female,7,90000
Male,1,35000
Female,12,120000
Male,3,45000
Female,8,80000
Male,4,55000
Female,18,180000
Male,6,75000
Female,19,190000
Male,3,40000
Female,5,70000
Male,15,150000
Female,1,35000
Male,12,120000
Female,8,80000
Male,1,35000
Female,13,130000
Male,2,40000
Female,7,90000
Male,4,55000
Female,18,180000
Male,3,45000
Female,19,190000
Male,3,50000
Female,4,55000
Male,13,130000
Female,1,35000
Male,12,120000
Female,9,95000
Male,1,35000
Female,14,140000
Male,2,40000
Female,8,80000
Male,4,55000
Female,19,190000
Male,6,75000
Female,17,170000
Male,3,50000
Female,4,55000
Male,13,130000
Female,1,35000
Male,12,120000
Female,9,95000
Male,1,35000
Female,14,140000
Male,2,40000
Female,8,80000
Male,4,55000
Female,19,190000
Male,6,75000
Female,17,170000
Male,3,50000
Female,4,55000
Male,13,130000
Female,1,35000
Male,12,120000
Female,9,95000
Male,1,35000
Female,14,140000
Male,2,40000
Female,8,80000
Male,4,55000
Female,19,190000
Male,6,75000
Female,17,170000
Male,3,50000
Female,4,55000
Male,13,130000
Female,1,35000
Male,12,120000
Female,9,95000
Male,1,35000
Female,14,140000
Male,2,40000
Female,8,80000
Male,4,55000
Female,19,190000
Male,6,75000
Female,17,170000
Male,3,50000
Female,4,55000
Male,13,130000
Female,1,35000
Male,12,120000
Female,9,95000
Male,1,35000
Female,14,140000
Male,2,40000
Female,8,80000
Male,4,55000
Female,19,190000
Male,6,75000
Female,17,170000
Male,3,50000
Female,4,55000
Male,13,130000
Female,1,35000
Male,12,120000
Female,9,95000
Male,1,35000
Female,14,140000
Male,2,40000
Female,8,80000
Male,4,55000
Female,19,190000
Male,6,75000
Female,17,170000
Male,3,50000
Female,4,55000
Male,13,130000
Female,1,35000
Male,12,120000
Female,3,45000
Male,16,160000
Female,5,70000
Male,6,75000
Female,17,170000
Male,1,35000
Female,11,110000
Male,8,80000
Female,4,55000
Male,15,150000
Female,2,40000
Male,19,190000
Female,8,80000
Male,1,35000
Female,13,130000
Male,3,45000
Female,7,90000
Male,4,55000
Female,19,190000
Male,7,90000
Female,20,200000
Male,3,40000
Female,5,70000
Male,16,160000
Female,1,35000
Male,13,130000
Female,9,95000
Male,1,35000
Female,14,140000
Male,2,40000
Female,7,90000
Male,4,55000
Female,19,190000
Male,6,75000
Female,20,200000
Male,3,50000
Female,4,55000
Male,14,140000
Female,1,35000
Male,13,130000
Female,10,100000
Male,1,35000
Female,15,150000
Male,2,40000
Female,8,80000
Male,4,55000
Female,19,190000
Male,7,90000
Female,20,200000
Male,3,40000
Female,5,70000
Male,16,160000
Female,1,35000
Male,13,130000
Female,9,95000
Male,1,35000
Female,14,140000
Male,2,40000
Female,7,90000
Male,4,55000
Female,19,190000
Male,6,75000
Female,20,200000
Male,3,50000
Female,4,55000
Male,14,140000
Female,1,35000
Male,13,130000
Female,10,100000
Male,1,35000
Female,15,150000
Male,2,40000
Female,8,80000
Male,4,55000
Female,19,190000
Male,7,90000
Female,20,200000
Male,3,40000
Female,5,70000
Male,16,160000
Female,1,35000
Male,13,130000
Female,9,95000
Male,1,35000
Female,14,140000
Male,2,40000
Female,7,90000
Male,4,55000
Female,19,190000
Male,6,75000
Female,20,200000
Male,3,50000
Female,4,55000
Male,14,140000
Female,1,35000
Male,13,130000
Female,10,100000
Male,1,35000
Female,15,150000
Male,2,40000
Female,8,80000
Male,4,55000
Female,19,190000
Male,7,90000
Female,20,200000
Male,3,40000
Female,5,70000
Male,16,160000
Female,1,35000
Male,13,130000
Female,9,95000
Male,1,35000
Female,14,140000
Male,2,40000
Female,7,90000
Male,4,55000
Female,19,190000
Male,6,75000
Female,20,200000
Male,3,50000
Female,4,55000
Male,14,140000
Female,1,35000
