Age,Gender,Education Level,Job Title,Years of Experience,Salary,Country,Race,Senior
24,Male,0,Delivery Driver,0,28000,UK,White,0
37,Male,2,Marketing Director,14,190000,Canada,Black,0
39,Female,1,Financial Manager,16,210000,UK,Mixed,0
26,Male,1,Product Designer,2,55000,China,Chinese,0
31,Female,3,Data Scientist,8,140000,UK,Asian,0
29,Male,1,Marketing Analyst,4,70000,Canada,Black,0
33,Female,2,Marketing Manager,9,130000,UK,Asian,0
27,Male,1,Software Engineer,3,80000,USA,Hispanic,0
36,Female,3,Research Scientist,12,170000,Australia,Australian,0
25,Male,1,Product Manager,1,60000,USA,White,0
30,Female,1,Marketing Coordinator,5,90000,USA,White,0
34,Male,3,Research Director,11,160000,USA,Hispanic,0
28,Female,1,Marketing Analyst,3,60000,China,White,0
32,Male,1,Product Manager,7,120000,Canada,Asian,0
24,Female,0,Receptionist,0,25000,USA,Hispanic,0
37,Male,2,Marketing Director,14,190000,China,Korean,0
39,Female,1,Financial Manager,16,200000,Australia,Australian,0
26,Male,1,Product Designer,2,55000,USA,Hispanic,0
31,Female,3,Data Scientist,8,140000,UK,Asian,0
29,Male,1,Marketing Analyst,4,70000,China,Chinese,0
33,Female,2,Marketing Manager,9,130000,Canada,Black,0
27,Male,1,Software Engineer,3,80000,Australia,Australian,0
36,Female,3,Research Scientist,12,170000,China,White,0
25,Male,1,Product Manager,1,60000,UK,White,0
30,Female,1,Marketing Coordinator,5,90000,Canada,Black,0
34,Male,3,Research Director,11,160000,China,Chinese,0
28,Female,1,Marketing Analyst,3,60000,UK,Welsh,0
32,Male,1,Product Manager,7,120000,China,Korean,0
24,Female,0,Receptionist,0,25000,Australia,White,0
37,Male,2,Marketing Director,14,190000,Australia,White,0
39,Female,1,Financial Manager,16,200000,USA,Asian,0
26,Male,1,Product Designer,2,55000,Canada,White,0
31,Female,3,Data Scientist,8,140000,China,Chinese,0
29,Male,1,Marketing Analyst,4,70000,Canada,Asian,0
33,Female,2,Marketing Manager,9,130000,China,White,0
27,Male,1,Software Engineer,3,80000,Canada,Black,0
36,Female,3,Research Scientist,12,170000,UK,Asian,0
25,Male,1,Product Manager,1,60000,Australia,Australian,0
30,Female,1,Marketing Coordinator,5,90000,UK,Asian,0
34,Male,3,Research Director,11,160000,Canada,Black,0
28,Female,1,Marketing Analyst,3,60000,UK,Welsh,0
32,Male,1,Product Manager,7,120000,UK,Mixed,0
24,Female,0,Receptionist,0,25000,Canada,Asian,0
37,Male,2,Marketing Director,14,190000,USA,Asian,0
39,Female,1,Financial Manager,16,200000,UK,White,0
26,Male,1,Product Designer,2,55000,China,White,0
31,Female,3,Data Scientist,8,140000,USA,Hispanic,0
29,Male,1,Marketing Analyst,4,70000,China,Chinese,0
33,Female,2,Marketing Manager,9,130000,USA,Asian,0
27,Male,1,Software Engineer,3,80000,UK,Asian,0
36,Female,3,Research Scientist,12,170000,USA,African American,0
25,Male,1,Product Manager,1,60000,USA,Asian,0
30,Female,1,Marketing Coordinator,5,90000,UK,Welsh,0
34,Male,3,Research Director,11,160000,Canada,Black,0
28,Female,1,Marketing Analyst,3,60000,Australia,White,0
32,Male,1,Product Manager,7,120000,UK,White,0
24,Female,0,Receptionist,0,25000,USA,African American,0
37,Male,2,Marketing Director,14,190000,Canada,Asian,0
39,Female,1,Financial Manager,16,200000,UK,Mixed,0
26,Male,1,Product Designer,2,55000,Canada,Black,0
31,Female,3,Data Scientist,8,140000,Canada,Asian,0
29,Male,1,Marketing Analyst,4,70000,Canada,White,0
33,Female,2,Marketing Manager,9,130000,UK,Mixed,0
27,Male,1,Software Engineer,3,80000,UK,Welsh,0
36,Female,3,Research Scientist,12,170000,Australia,Asian,0
25,Male,1,Product Manager,1,60000,USA,African American,0
30,Female,1,Marketing Coordinator,5,90000,Canada,Black,0
34,Male,3,Research Director,11,160000,Australia,Asian,0
28,Female,1,Marketing Analyst,3,60000,Australia,White,0
32,Male,1,Product Manager,7,120000,China,Korean,0
24,Female,0,Receptionist,0,25000,China,Korean,0
37,Male,2,Marketing Director,14,190000,China,Korean,0
39,Female,1,Financial Manager,16,200000,Canada,White,0
26,Male,1,Product Designer,2,55000,Canada,Black,0
31,Female,3,Data Scientist,8,140000,UK,White,0
29,Male,1,Marketing Analyst,4,70000,Canada,Black,0
33,Female,2,Marketing Manager,9,130000,USA,Hispanic,0
27,Male,1,Software Engineer,3,80000,Canada,White,0
36,Female,3,Research Scientist,12,170000,UK,Mixed,0
25,Male,1,Product Manager,1,60000,Australia,White,0
30,Female,1,Marketing Coordinator,5,90000,USA,Asian,0
34,Male,3,Research Director,11,160000,Canada,White,0
28,Female,1,Marketing Analyst,3,60000,UK,White,0
32,Male,1,Product Manager,7,120000,USA,African American,0
24,Female,0,Receptionist,0,25000,UK,Mixed,0
37,Male,2,Marketing Director,14,190000,UK,Mixed,0
39,Female,1,Financial Manager,16,200000,UK,Asian,0
26,Male,1,Product Designer,2,55000,Canada,Black,0
31,Female,3,Data Scientist,8,140000,UK,Welsh,0
29,Male,1,Marketing Analyst,4,70000,USA,Asian,0
33,Female,2,Marketing Manager,9,130000,UK,White,0
27,Male,1,Software Engineer,3,80000,Canada,Black,0
36,Female,3,Research Scientist,12,170000,UK,Welsh,0
25,Male,1,Product Manager,1,60000,USA,Hispanic,0
30,Female,1,Marketing Coordinator,5,90000,Australia,Asian,0
34,Male,3,Research Director,11,160000,USA,Hispanic,0
28,Female,1,Marketing Analyst,3,60000,USA,White,0
32,Male,1,Product Manager,7,120000,Australia,Australian,0
24,Female,0,Receptionist,0,25000,Australia,Asian,0
37,Male,2,Marketing Director,14,190000,Australia,Australian,0
39,Female,1,Financial Manager,16,200000,Canada,Asian,0
26,Male,1,Product Designer,2,55000,Australia,Australian,0
31,Female,3,Data Scientist,8,140000,USA,Hispanic,0
29,Male,1,Marketing Analyst,4,70000,China,Chinese,0
33,Female,2,Marketing Manager,9,130000,Canada,Black,0
27,Male,1,Software Engineer,3,80000,USA,Asian,0
29,Male,1,Software Engineer,3,75000,USA,African American,0
32,Female,2,Marketing Manager,8,120000,UK,Welsh,0
27,Male,1,Product Manager,2,65000,USA,African American,0
30,Female,3,Data Scientist,6,100000,USA,Asian,0
36,Male,1,Financial Analyst,11,150000,China,Chinese,0
28,Female,1,Marketing Coordinator,3,60000,Australia,Asian,0
33,Male,2,Software Engineer,9,120000,UK,Mixed,0
26,Female,1,Graphic Designer,1,45000,China,Chinese,0
29,Male,1,Product Manager,5,80000,UK,Welsh,0
35,Female,3,Research Scientist,11,150000,UK,Welsh,0
27,Male,1,Software Engineer,2,65000,USA,Hispanic,0
31,Female,1,Marketing Manager,7,100000,China,Korean,0
28,Male,2,Financial Analyst,4,90000,USA,Hispanic,0
24,Female,1,Marketing Analyst,0,40000,Australia,Australian,0
30,Male,1,Project Manager,6,110000,USA,African American,0
34,Female,3,Research Director,12,170000,USA,Asian,0
27,Male,1,Software Engineer,3,75000,Australia,Asian,0
33,Female,2,Marketing Manager,8,120000,UK,Welsh,0
29,Male,1,Marketing Analyst,4,70000,UK,White,0
25,Female,0,Customer Service Representative,1,30000,USA,Asian,0
36,Male,3,Research Scientist,13,180000,Canada,Black,0
39,Female,1,Financial Manager,15,200000,China,Chinese,0
26,Male,1,Product Designer,1,50000,USA,White,0
31,Female,3,Data Scientist,8,140000,USA,White,0
28,Male,1,Marketing Analyst,3,65000,UK,Welsh,0
32,Female,1,Product Manager,7,110000,UK,Mixed,0
24,Male,0,Delivery Driver,0,28000,Australia,White,0
37,Male,2,Marketing Director,14,190000,USA,White,0
39,Female,1,Financial Manager,16,210000,UK,Mixed,0
26,Male,1,Product Designer,2,55000,Canada,White,0
31,Female,3,Data Scientist,8,140000,Australia,Asian,0
29,Male,1,Marketing Analyst,4,70000,UK,Asian,0
33,Female,2,Marketing Manager,9,130000,Australia,Asian,0
27,Male,1,Software Engineer,3,80000,USA,African American,0
36,Female,3,Research Scientist,12,170000,USA,Asian,0
25,Male,1,Product Manager,1,60000,UK,Welsh,0
30,Female,1,Marketing Coordinator,5,90000,USA,Asian,0
34,Male,3,Research Director,11,160000,Australia,Asian,0
28,Female,1,Marketing Analyst,3,60000,Australia,Asian,0
32,Male,1,Product Manager,7,120000,China,Chinese,0
24,Female,0,Receptionist,0,25000,Australia,Australian,0
37,Male,2,Marketing Director,14,190000,Australia,Australian,0
39,Female,1,Financial Manager,16,200000,Australia,Australian,0
26,Male,1,Product Designer,2,55000,UK,Asian,0
31,Female,3,Data Scientist,8,140000,UK,White,0
29,Male,1,Marketing Analyst,4,70000,Canada,Asian,0
33,Female,2,Marketing Manager,9,130000,China,Korean,0
27,Male,1,Software Engineer,3,80000,UK,Asian,0
36,Female,3,Research Scientist,12,170000,China,Chinese,0
25,Male,1,Product Manager,1,60000,UK,White,0
30,Female,1,Marketing Coordinator,5,90000,Canada,Asian,0
34,Male,3,Research Director,11,160000,Australia,Australian,0
28,Female,1,Marketing Analyst,3,60000,UK,White,0
32,Male,1,Product Manager,7,120000,Canada,White,0
24,Female,0,Receptionist,0,25000,China,Chinese,0
37,Male,2,Marketing Director,14,190000,Canada,Black,0
39,Female,1,Financial Manager,16,200000,UK,White,0
26,Male,1,Product Designer,2,55000,China,Korean,0
31,Female,3,Data Scientist,8,140000,USA,White,0
29,Male,1,Marketing Analyst,4,70000,China,Korean,0
33,Female,2,Marketing Manager,9,130000,UK,White,0
27,Male,1,Software Engineer,3,80000,Australia,Asian,0
36,Female,3,Research Scientist,12,170000,China,Korean,0
25,Male,1,Product Manager,1,60000,UK,Asian,0
30,Female,1,Marketing Coordinator,5,90000,Australia,White,0
34,Male,3,Research Director,11,160000,UK,Welsh,0
28,Female,1,Marketing Analyst,3,60000,Canada,Asian,0
32,Male,1,Product Manager,7,120000,UK,White,0
24,Female,0,Receptionist,0,25000,China,Korean,0
37,Male,2,Marketing Director,14,190000,Australia,Asian,0
39,Female,1,Financial Manager,16,200000,Australia,Australian,0
26,Male,1,Product Designer,2,55000,China,Korean,0
31,Female,3,Data Scientist,8,140000,UK,Welsh,0
29,Male,1,Marketing Analyst,4,70000,UK,Asian,0
33,Female,2,Marketing Manager,9,130000,USA,African American,0
27,Male,1,Software Engineer,3,80000,Australia,White,0
36,Female,3,Research Scientist,12,170000,UK,White,0
25,Male,1,Product Manager,1,60000,China,Chinese,0
30,Female,1,Marketing Coordinator,5,90000,USA,African American,0
34,Male,3,Research Director,11,160000,UK,Mixed,0
28,Female,1,Marketing Analyst,3,60000,USA,Asian,0
32,Male,1,Product Manager,7,120000,USA,Hispanic,0
24,Female,0,Receptionist,0,25000,UK,Welsh,0
37,Male,2,Marketing Director,14,190000,China,White,0
39,Female,1,Financial Manager,16,200000,Australia,Australian,0
26,Male,1,Product Designer,2,55000,Canada,Asian,0
31,Female,3,Data Scientist,8,140000,UK,White,0
29,Male,1,Marketing Analyst,4,70000,Canada,Asian,0
33,Female,2,Marketing Manager,9,130000,China,White,0
27,Male,1,Software Engineer,3,80000,China,Chinese,0
36,Female,3,Research Scientist,12,170000,UK,White,0
25,Male,1,Product Manager,1,60000,USA,African American,0
30,Female,1,Marketing Coordinator,5,90000,USA,Hispanic,0
34,Male,3,Research Director,11,160000,Canada,Asian,0
28,Female,1,Marketing Analyst,3,60000,China,Chinese,0
32,Male,1,Product Manager,7,120000,USA,Asian,0
24,Female,0,Receptionist,0,25000,UK,Asian,0
37,Male,2,Marketing Director,14,190000,Australia,Australian,0
39,Female,1,Financial Manager,16,200000,UK,Welsh,0
26,Male,1,Product Designer,2,55000,UK,Asian,0
31,Female,3,Data Scientist,8,140000,Canada,Black,0
29,Male,1,Marketing Analyst,4,70000,USA,African American,0
33,Female,2,Marketing Manager,9,130000,USA,African American,0
27,Male,1,Software Engineer,3,80000,Australia,Australian,0
36,Female,3,Research Scientist,12,170000,China,Korean,0
25,Male,1,Product Manager,1,60000,Canada,Black,0
30,Female,1,Marketing Coordinator,5,90000,USA,Hispanic,0
34,Male,3,Research Director,11,160000,Canada,White,0
28,Female,1,Marketing Analyst,3,60000,USA,White,0
32,Male,1,Product Manager,7,120000,USA,White,0
24,Female,0,Receptionist,0,25000,UK,Mixed,0
37,Male,2,Marketing Director,14,190000,Australia,Australian,0
39,Female,1,Financial Manager,16,200000,Canada,Asian,0
26,Male,1,Product Designer,2,55000,UK,White,0
31,Female,3,Data Scientist,8,140000,Australia,Australian,0
29,Male,1,Marketing Analyst,4,70000,Canada,Asian,0
33,Female,2,Marketing Manager,9,130000,USA,Asian,0
27,Male,1,Software Engineer,3,80000,USA,Asian,0
36,Female,3,Research Scientist,12,170000,Australia,White,0
25,Male,1,Product Manager,1,60000,Australia,White,0
30,Female,1,Marketing Coordinator,5,90000,Australia,White,0
34,Male,3,Research Director,11,160000,USA,Asian,0
28,Female,1,Marketing Analyst,3,60000,China,Chinese,0
32,Male,1,Product Manager,7,120000,Canada,Asian,0
24,Female,0,Receptionist,0,25000,USA,Hispanic,0
37,Male,2,Marketing Director,14,190000,USA,Hispanic,0
39,Female,1,Financial Manager,16,200000,UK,Welsh,0
27,Male,3,Marketing Coordinator,7,120000,Canada,Black,0
28,Female,1,Marketing Coordinator,3,60000,UK,Asian,0
33,Male,2,Software Engineer,8,120000,Canada,White,0
27,Female,1,Product Manager,2,65000,Australia,White,0
30,Male,3,Data Scientist,6,100000,UK,Asian,0
36,Female,1,Financial Analyst,11,150000,USA,African American,0
29,Male,1,Marketing Analyst,3,65000,China,White,0
32,Female,2,Software Engineer,9,120000,Australia,White,0
26,Male,1,Graphic Designer,1,45000,Canada,White,0
29,Female,1,Product Manager,5,80000,USA,Asian,0
35,Male,3,Research Scientist,11,150000,UK,Welsh,0
27,Male,1,Software Engineer,2,65000,USA,Asian,0
31,Female,1,Marketing Manager,7,100000,UK,Asian,0
28,Male,2,Financial Analyst,4,90000,Canada,Black,0
24,Female,1,Marketing Analyst,0,40000,China,Korean,0
30,Male,1,Project Manager,6,110000,Australia,Asian,0
34,Female,3,Research Director,12,170000,China,Chinese,0
27,Male,1,Software Engineer,3,75000,Canada,Asian,0
33,Female,2,Marketing Manager,8,120000,China,Korean,0
29,Male,1,Marketing Analyst,4,70000,UK,Welsh,0
25,Female,0,Customer Service Representative,1,30000,UK,Mixed,0
36,Male,3,Research Scientist,13,180000,Canada,Asian,0
39,Female,1,Financial Manager,15,200000,Australia,White,0
26,Male,1,Product Designer,1,50000,Canada,White,0
31,Female,3,Data Scientist,8,140000,USA,Hispanic,0
28,Male,1,Marketing Analyst,3,65000,UK,Mixed,0
32,Female,1,Product Manager,7,110000,UK,Asian,0
24,Male,0,Delivery Driver,0,28000,Australia,Australian,0
37,Male,2,Marketing Director,14,190000,China,White,0
39,Female,1,Financial Manager,16,210000,Australia,Australian,0
26,Male,1,Product Designer,2,55000,China,Chinese,0
31,Female,3,Data Scientist,8,140000,China,Chinese,0
29,Male,1,Marketing Analyst,4,70000,Australia,Asian,0
33,Female,2,Marketing Manager,9,130000,USA,White,0
27,Male,1,Software Engineer,3,80000,Australia,White,0
36,Female,3,Research Scientist,12,170000,China,White,0
25,Male,1,Product Manager,1,60000,USA,Hispanic,0
30,Female,1,Marketing Coordinator,5,90000,Australia,Asian,0
34,Male,3,Research Director,11,160000,China,White,0
28,Female,1,Marketing Analyst,3,60000,Australia,Asian,0
32,Male,1,Product Manager,7,120000,Australia,White,0
24,Female,0,Receptionist,0,25000,China,Chinese,0
37,Male,2,Marketing Director,14,190000,USA,Hispanic,0
39,Female,1,Financial Manager,16,200000,UK,Welsh,0
26,Male,1,Product Designer,2,55000,UK,Mixed,0
31,Female,3,Data Scientist,8,140000,USA,African American,0
29,Male,1,Marketing Analyst,4,70000,Australia,Australian,0
33,Female,2,Marketing Manager,9,130000,UK,Asian,0
27,Male,1,Software Engineer,3,80000,Australia,Asian,0
36,Female,3,Research Scientist,12,170000,Canada,Black,0
25,Male,1,Product Manager,1,60000,China,Korean,0
30,Female,1,Marketing Coordinator,5,90000,China,Korean,0
34,Male,3,Research Director,11,160000,Australia,Asian,0
28,Female,1,Marketing Analyst,3,60000,UK,Welsh,0
32,Male,1,Product Manager,7,120000,Canada,White,0
24,Female,0,Receptionist,0,25000,USA,African American,0
37,Male,2,Marketing Director,14,190000,UK,White,0
39,Female,1,Financial Manager,16,200000,China,Korean,0
26,Male,1,Product Designer,2,55000,USA,African American,0
31,Female,3,Data Scientist,8,140000,USA,White,0
29,Male,1,Marketing Analyst,4,70000,Australia,Asian,0
33,Female,2,Marketing Manager,9,130000,China,Korean,0
27,Male,1,Software Engineer,3,80000,China,Chinese,0
36,Female,3,Research Scientist,12,170000,Canada,Black,0
25,Male,1,Product Manager,1,60000,Canada,Black,0
30,Female,1,Marketing Coordinator,5,90000,Canada,Black,0
34,Male,3,Research Director,11,160000,China,Chinese,0
28,Female,1,Marketing Analyst,3,60000,China,Korean,0
32,Male,1,Product Manager,7,120000,Canada,White,0
24,Female,0,Receptionist,0,25000,Canada,White,0
37,Male,2,Marketing Director,14,190000,Australia,Australian,0
39,Female,1,Financial Manager,16,200000,UK,Mixed,0
26,Male,1,Product Designer,2,55000,UK,Mixed,0
31,Female,3,Data Scientist,8,140000,UK,Mixed,0
29,Male,1,Marketing Analyst,4,70000,Australia,White,0
33,Female,2,Marketing Manager,9,130000,Australia,White,0
27,Male,1,Software Engineer,3,80000,USA,Asian,0
36,Female,3,Research Scientist,12,170000,USA,African American,0
25,Male,1,Product Manager,1,60000,Canada,Asian,0
30,Female,1,Marketing Coordinator,5,90000,Canada,Black,0
34,Male,3,Research Director,11,160000,Canada,Asian,0
28,Female,1,Marketing Analyst,3,60000,Australia,Australian,0
32,Male,1,Product Manager,7,120000,UK,Mixed,0
24,Female,0,Receptionist,0,25000,USA,White,0
37,Male,2,Marketing Director,14,190000,Australia,White,0
39,Female,1,Financial Manager,16,200000,USA,White,0
26,Male,1,Product Designer,2,55000,USA,White,0
31,Female,3,Data Scientist,8,140000,Australia,Asian,0
29,Male,1,Marketing Analyst,4,70000,UK,Mixed,0
33,Female,2,Marketing Manager,9,130000,Australia,Asian,0
27,Male,1,Software Engineer,3,80000,UK,Asian,0
36,Female,3,Research Scientist,12,170000,Canada,White,0
25,Male,1,Product Manager,1,60000,Canada,Black,0
30,Female,1,Marketing Coordinator,5,90000,China,White,0
34,Male,3,Research Director,11,160000,USA,White,0
28,Female,1,Marketing Analyst,3,60000,Australia,Australian,0
32,Male,1,Product Manager,7,120000,China,Chinese,0
24,Female,0,Receptionist,0,25000,China,Chinese,0
37,Male,2,Marketing Director,14,190000,China,White,0
39,Female,1,Financial Manager,16,200000,UK,White,0
26,Male,1,Product Designer,2,55000,China,White,0
31,Female,3,Data Scientist,8,140000,UK,Asian,0
29,Male,1,Marketing Analyst,4,70000,Canada,White,0
33,Female,2,Marketing Manager,9,130000,China,White,0
27,Male,1,Software Engineer,3,80000,Canada,Black,0
36,Female,3,Research Scientist,12,170000,Canada,Asian,0
25,Male,1,Product Manager,1,60000,USA,African American,0
30,Female,1,Marketing Coordinator,5,90000,UK,Asian,0
34,Male,3,Research Director,11,160000,Canada,White,0
28,Female,1,Marketing Analyst,3,60000,Canada,Asian,0
32,Male,1,Product Manager,7,120000,Canada,Asian,0
24,Female,0,Receptionist,0,25000,Canada,White,0
37,Male,2,Marketing Director,14,190000,Canada,Asian,0
39,Female,1,Financial Manager,16,200000,Australia,Australian,0
26,Male,1,Product Designer,2,55000,Canada,Asian,0
31,Female,3,Data Scientist,8,140000,Australia,White,0
29,Male,1,Marketing Analyst,4,70000,Canada,Asian,0
33,Female,2,Marketing Manager,9,130000,UK,Welsh,0
27,Male,1,Software Engineer,3,80000,Australia,Asian,0
36,Female,3,Research Scientist,12,170000,Canada,Black,0
25,Male,1,Product Manager,1,60000,USA,African American,0
30,Female,1,Marketing Coordinator,5,90000,Australia,Asian,0
34,Male,3,Research Director,11,160000,UK,Asian,0
28,Female,1,Marketing Analyst,3,60000,China,Chinese,0
32,Male,1,Product Manager,7,120000,Australia,Australian,0
24,Female,0,Receptionist,0,25000,USA,Hispanic,0
37,Male,2,Marketing Director,14,190000,China,Korean,0
39,Female,1,Financial Manager,16,200000,UK,Asian,0
29,Female,1,Marketing Coordinator,4,65000,UK,Asian,0
34,Male,2,Software Engineer,9,125000,USA,African American,0
28,Female,1,Product Manager,3,70000,Canada,Asian,0
31,Male,3,Data Scientist,7,110000,Canada,White,0
37,Female,1,Financial Analyst,12,160000,UK,Asian,0
30,Male,1,Marketing Analyst,4,75000,China,White,0
33,Female,2,Software Engineer,8,120000,UK,Mixed,0
27,Male,1,Graphic Designer,2,50000,Australia,Australian,0
30,Female,1,Product Manager,5,85000,USA,White,0
36,Male,3,Research Scientist,11,155000,Canada,White,0
28,Male,1,Software Engineer,3,70000,UK,White,0
32,Female,1,Marketing Manager,8,115000,UK,White,0
29,Male,2,Financial Analyst,5,95000,USA,African American,0
25,Female,1,Marketing Analyst,0,40000,Canada,Asian,0
31,Male,1,Project Manager,6,115000,Australia,Australian,0
35,Female,3,Research Director,12,175000,Canada,Black,0
28,Male,1,Software Engineer,3,70000,Canada,White,0
33,Female,2,Marketing Manager,9,135000,Australia,Australian,0
29,Male,1,Marketing Analyst,4,75000,Canada,Black,0
25,Female,0,Customer Service Representative,1,30000,UK,Mixed,0
36,Male,3,Research Scientist,13,185000,UK,Mixed,0
40,Female,1,Financial Manager,15,210000,Australia,Australian,0
27,Male,1,Product Designer,1,45000,China,White,0
32,Female,3,Data Scientist,9,145000,USA,Hispanic,0
28,Male,1,Marketing Analyst,3,70000,UK,Welsh,0
32,Female,1,Product Manager,7,120000,China,Chinese,0
24,Male,0,Delivery Driver,0,28000,Canada,Asian,0
38,Male,2,Marketing Director,14,195000,USA,White,0
40,Female,1,Financial Manager,16,215000,China,White,0
27,Male,1,Product Designer,2,55000,Australia,Asian,0
32,Female,3,Data Scientist,9,145000,China,White,0
29,Male,1,Marketing Analyst,4,75000,UK,White,0
33,Female,2,Marketing Manager,9,135000,China,Chinese,0
27,Male,1,Software Engineer,3,80000,Canada,Black,0
36,Female,3,Research Scientist,13,185000,Australia,Asian,0
25,Male,1,Product Manager,1,60000,China,Chinese,0
30,Female,1,Marketing Coordinator,5,95000,China,Korean,0
34,Male,3,Research Director,12,170000,Canada,Black,0
28,Female,1,Marketing Analyst,3,65000,China,White,0
32,Male,1,Product Manager,7,120000,Canada,White,0
24,Female,0,Receptionist,0,25000,Canada,White,0
38,Male,2,Marketing Director,14,195000,Canada,Black,0
40,Female,1,Financial Manager,16,215000,China,Korean,0
27,Male,1,Product Designer,2,55000,China,White,0
32,Female,3,Data Scientist,9,145000,UK,White,0
29,Male,1,Marketing Analyst,4,75000,USA,African American,0
33,Female,2,Marketing Manager,9,135000,USA,Asian,0
27,Male,1,Software Engineer,3,80000,Canada,White,0
36,Female,3,Research Scientist,13,185000,Australia,White,0
25,Male,1,Product Manager,1,60000,Australia,Asian,0
30,Female,1,Marketing Coordinator,5,95000,USA,Asian,0
34,Male,3,Research Director,12,170000,UK,Welsh,0
28,Female,1,Marketing Analyst,3,65000,USA,Asian,0
32,Male,1,Product Manager,7,120000,Canada,Black,0
24,Female,0,Receptionist,0,25000,UK,Welsh,0
38,Male,2,Marketing Director,14,195000,China,Chinese,0
40,Female,1,Financial Manager,16,215000,Australia,White,0
27,Male,1,Product Designer,2,55000,UK,White,0
32,Female,3,Data Scientist,9,145000,USA,Asian,0
29,Male,1,Marketing Analyst,4,75000,USA,Hispanic,0
33,Female,2,Marketing Manager,9,135000,Australia,White,0
27,Male,1,Software Engineer,3,80000,Canada,Black,0
36,Female,3,Research Scientist,13,185000,USA,African American,0
25,Male,1,Product Manager,1,60000,UK,White,0
30,Female,1,Marketing Coordinator,5,95000,Australia,Australian,0
34,Male,3,Research Director,12,170000,Canada,Asian,0
28,Female,1,Marketing Analyst,3,65000,UK,Welsh,0
32,Male,1,Product Manager,7,120000,USA,Hispanic,0
24,Female,0,Receptionist,0,25000,USA,Hispanic,0
38,Male,2,Marketing Director,14,195000,Australia,Australian,0
40,Female,1,Financial Manager,16,215000,Australia,Australian,0
27,Male,1,Product Designer,2,55000,Canada,Black,0
32,Female,3,Data Scientist,9,145000,Canada,Asian,0
29,Male,1,Marketing Analyst,4,75000,China,Chinese,0
33,Female,2,Marketing Manager,9,135000,China,White,0
27,Male,1,Software Engineer,3,80000,USA,African American,0
36,Female,3,Research Scientist,13,185000,Australia,Asian,0
25,Male,1,Product Manager,1,60000,China,Korean,0
30,Female,1,Marketing Coordinator,5,95000,UK,White,0
34,Male,3,Research Director,12,170000,Australia,White,0
28,Female,1,Marketing Analyst,3,65000,UK,White,0
32,Male,1,Product Manager,7,120000,China,Chinese,0
24,Female,0,Receptionist,0,25000,Canada,White,0
38,Male,2,Marketing Director,14,195000,UK,Asian,0
40,Female,1,Financial Manager,16,215000,China,Chinese,0
27,Male,1,Product Designer,2,55000,USA,African American,0
32,Female,3,Data Scientist,9,145000,Australia,White,0
29,Male,1,Marketing Analyst,4,75000,UK,White,0
33,Female,2,Marketing Manager,9,135000,Australia,Asian,0
27,Male,1,Software Engineer,3,80000,Australia,Asian,0
36,Female,3,Research Scientist,13,185000,China,Chinese,0
25,Male,1,Product Manager,1,60000,China,Chinese,0
30,Female,1,Marketing Coordinator,5,95000,USA,Asian,0
34,Male,3,Research Director,12,170000,China,Korean,0
28,Female,1,Marketing Analyst,3,65000,USA,African American,0
32,Male,1,Product Manager,7,120000,China,Korean,0
24,Female,0,Receptionist,0,25000,Australia,White,0
38,Male,2,Marketing Director,14,195000,USA,Asian,0
40,Female,1,Financial Manager,16,215000,UK,White,0
27,Male,1,Product Designer,2,55000,USA,African American,0
32,Female,3,Data Scientist,9,145000,Canada,White,0
29,Male,1,Marketing Analyst,4,75000,USA,Hispanic,0
33,Female,2,Marketing Manager,9,135000,China,Korean,0
27,Male,1,Software Engineer,3,80000,UK,Welsh,0
36,Female,3,Research Scientist,13,185000,Australia,Australian,0
25,Male,1,Product Manager,1,60000,UK,Welsh,0
30,Female,1,Marketing Coordinator,5,95000,USA,White,0
34,Male,3,Research Director,12,170000,USA,Asian,0
28,Female,1,Marketing Analyst,3,65000,UK,Welsh,0
32,Male,1,Product Manager,7,120000,UK,Mixed,0
24,Female,0,Receptionist,0,25000,USA,Asian,0
38,Male,2,Marketing Director,14,195000,USA,White,0
40,Female,1,Financial Manager,16,215000,China,White,0
27,Male,1,Product Designer,2,55000,USA,Hispanic,0
32,Female,3,Data Scientist,9,145000,China,White,0
29,Male,1,Marketing Analyst,4,75000,UK,Mixed,0
33,Female,2,Marketing Manager,9,135000,UK,White,0
27,Male,1,Software Engineer,3,80000,Australia,Asian,0
36,Female,3,Research Scientist,13,185000,Canada,White,0
25,Male,1,Product Manager,1,60000,Canada,Asian,0
30,Female,1,Marketing Coordinator,5,95000,China,White,0
34,Male,3,Research Director,12,170000,Australia,Asian,0
28,Female,1,Marketing Analyst,3,65000,China,White,0
32,Male,1,Product Manager,7,120000,Australia,Asian,0
24,Female,0,Receptionist,0,25000,China,Chinese,0
38,Male,2,Marketing Director,14,195000,China,Chinese,0
40,Female,1,Financial Manager,16,215000,China,White,0
26,Female,2,Software Engineer,2,75000,China,Korean,0
39,Male,3,Research Scientist,14,185000,UK,White,0
32,Female,1,Marketing Manager,7,120000,Canada,White,0
28,Male,1,Graphic Designer,3,60000,Canada,Asian,0
35,Female,2,Data Scientist,10,145000,UK,Asian,0
29,Male,1,Marketing Analyst,4,75000,China,Chinese,0
33,Female,2,Product Manager,8,135000,USA,Hispanic,0
27,Male,1,Software Engineer,2,70000,Australia,Australian,0
36,Female,3,Research Director,12,175000,China,Korean,0
24,Male,0,Delivery Driver,0,28000,Australia,White,0
